Roller Coaster,Amusement Park,Type,Design,Status,Opened
Mad Mouse,Seaburn Fun Park,Steel,Sit Down,,
Mad Mouse,White Swan Park,Steel,Sit Down,Relocated,1965-01-01
Mad Mouse,Fuji-Q Highland,Steel,Sit Down,,1998-01-01
Mad Mouse,Melbourne Showgrounds,Wood,Sit Down,Relocated,
Mad Mouse,Ocean Beach Amusement Park,Steel,Sit Down,Relocated,1961-01-01
Mad Mouse,Old Indiana Fun-n-Water Park,Steel,Sit Down,,1985-01-01
Mad Mouse,Como Town,Steel,Sit Down,,1960-01-01
Mad Mouse,Bell's Amusement Park,Steel,Sit Down,Relocated,1959-01-01
Mad Mouse,Marshall Hall Park,Steel,Sit Down,,
Mad Mouse,Amanohashidate View Land,Steel,Sit Down,,
Mad Mouse,Biwako Tower,Steel,Sit Down,,
Mad Mouse,Sendai Highland,Steel,Sit Down,,1990-01-01
Mad Mouse,Himeji Tegarayama Amusement Park,Steel,Sit Down,,
Mad Mouse,Queens Park,Steel,Sit Down,,1959-01-01
Mad Mouse,Funtown,Steel,Sit Down,,
Mad Mouse,Sauzer's Kiddieland,Steel,Sit Down,,
Mad Mouse,Downunderland,Steel,Sit Down,,1999-01-01
Mad Mouse,Cliff's Amusement Park,Steel,Sit Down,Relocated,1964-01-01
Mad Mouse,Magic Mesa Fun Park,Steel,Sit Down,,
Mad Mouse,Fun Town,Steel,Sit Down,,
Mad Mouse,Rusutsu Resort,Steel,Sit Down,Operating,2004-01-01
Mad Mouse,Miyazaki City Phoenix Zoo,Steel,Sit Down,Operating,1971-01-01
Mad Mouse,Playland Park,Steel,Sit Down,,
Mad Mouse,Pleasure Garden,Steel,Sit Down,,
Mad Mouse,Lake Winnepesaukah,Steel,Sit Down,,1960-01-01
Mad Mouse,Southport Pleasureland,Wood,Sit Down,,1983-01-01
Mad Mouse,Expoland,Steel,Sit Down,Relocated,
Mad Mouse,Yoro Park,Steel,Sit Down,,1976-01-01
Mad Mouse,Frontier City,Steel,Sit Down,,1959-01-01
Mad Mouse,Chain of Rocks Amusement Park,Steel,Sit Down,,1959-01-01
Mad Mouse,Tokushima Familyland,Steel,Sit Down,Operating,1998-01-01
Mad Mouse,Fair Park,Steel,Sit Down,,
Mad Mouse,Alabama State Fairgrounds,Steel,Sit Down,,1959-01-01
Mad Mouse,Oaks Amusement Park,Steel,Sit Down,,1960-01-01
Mad Mouse,Broadway Grand Prix,Steel,Sit Down,,
Mad Mouse,People's Park,Steel,Sit Down,,2005-01-01
Mad Mouse,Adelaide Showgrounds,Wood,Sit Down,Relocated,
Mad Mouse,Tosselilla,Steel,Sit Down,Operating,2009-01-01
Mad Mouse,Bayside Fun Park,Steel,Sit Down,Relocated,2012-01-01
Mad Mouse,M&Ds Scotland's Theme Park,Steel,Sit Down,Operating,2016-01-01
Mad Mouse,Clarence Pier,Steel,Sit Down,Operating,2019-01-01
Mad Mouse,Tamagawa Garden,Steel,Sit Down,,1964-01-01
Mad Mouse,Misaki Park,Steel,Sit Down,,
Mad Mouse,Wonderland,Steel,Sit Down,,1975-01-01
Mad Ramp Peak,Genting SkyWorlds,Steel,Sit Down,Under Construction,2021-01-01
Mælkevejen,Tivoli Gardens,Steel,Sit Down,Operating,2019-01-01
Märchen Coaster,Onokoro,Steel,Sit Down,,
Mäuseachterbahn,Spielerei Rheda-Wiedenbrück,Steel,Sit Down,Relocated,1996-01-01
Magical Shuttle,Lotus World,Steel,Sit Down,Operating,2018-01-01
Magical Wheels,Guilin Merryland Theme Park,Steel,Sit Down,,2009-01-01
Magic Bee,Nova Nicolândi,Steel,Inverted,,2007-01-01
Magic Bee,Cidade da Criança,Steel,Inverted,Operating,2017-01-01
Magic Bee,Tivoli Park,Steel,Inverted,Operating,2020-01-01
Magic Carpet,Happy Valley,Steel,Sit Down,Operating,2009-01-01
Magic Castle,E-World,Steel,Sit Down,Operating,1995-01-01
Magic Dragon,ZooTampa at Lowry Park,Steel,Sit Down,,1960-01-01
Magic Dragon,JoyRides Family Fun Center,Steel,Sit Down,,2005-01-01
Magic Flyer,Six Flags Magic Mountain,Steel,Sit Down,Operating,1971-01-01
Màgic Gliss,Mon(t) Magic Family Park,Steel,Sit Down,Operating,2019-01-01
Magic Loop,Aventura Luna Park,Steel,Sit Down,Operating,2003-01-01
Magic Loop,Interpark,Steel,Sit Down,,2007-01-01
Magic Loop,Parque De Diversiones,Steel,Sit Down,Operating,2016-01-01
Magic Mountain,Magic World,Steel,Sit Down,Relocated,1999-01-01
Magic Mountain,New Jesolandia,Steel,Sit Down,Operating,2014-01-01
Magic Mountain,Fiabilandia,Steel,Sit Down,Relocated,2010-01-01
Magic Mountain,Magic World,Steel,Sit Down,,2011-01-01
Magic Mountain,Lunapark Fréjus,Steel,Sit Down,Operating,2008-01-01
Magic Mountain Falls,The Falls,Steel,Sit Down,Operating,2011-01-01
Magic Mouse,Funland Park,Steel,Sit Down,Relocated,1998-01-01
Magic Mouse,Fantasia Luna Park,Steel,Sit Down,,2003-01-01
Magic Mouse,Brean Theme Park,Steel,Sit Down,Operating,2007-01-01
Magic Mouse,Didi'Land,Steel,Sit Down,,2010-01-01
Magic Mouse,Planet Quba,Steel,Sit Down,SBNO,2013-01-01
Magic Mouse,Dreamland,Steel,Sit Down,Relocated,2017-01-01
Magic Pomme,Parc de la Vallée,Steel,Sit Down,,2005-01-01
Magic Pomme,Parc de la Vallée,Steel,Sit Down,Operating,2020-01-01
Magic Ring Roller Coaster,Floraland Continent Park,Steel,Sit Down,Operating,2015-01-01
Magic Ring Speed Racing,Oriental Neverland - Coldplay Kingdom,Steel,Sit Down,Operating,2019-01-01
Magic Ring Vertical Coaster,Chuanlord Holiday Manor,Steel,Sit Down,Operating,2013-01-01
Magic Roller Coaster,Taihang Happy Valley,Steel,Sit Down,Operating,2019-01-01
Magic Space,Marine World,Steel,Sit Down,,2001-01-01
Magic Thunder Coaster,Trans Studio,Steel,Sit Down,Operating,2009-01-01
Magic Tornado,Magic Games,Steel,Sit Down,Operating,2010-01-01
Magic Worm,Magicland,Steel,Sit Down,Operating,2009-01-01
Magma,VulQano Park,Steel,Sit Down,,2005-01-01
Magnum Force,Flamingo Land,Steel,Sit Down,Relocated,2000-01-01
Magnum XL-200,Cedar Point,Steel,Sit Down,Operating,1989-01-01
Magnus Colossus,Terra Mítica,Wood,Sit Down,SBNO,2000-01-01
Maisiflitzer,Maiskogel,Steel,Sit Down,Operating,2010-01-01
Mako,SeaWorld Orlando,Steel,Sit Down,Operating,2016-01-01
Mamba,Worlds of Fun,Steel,Sit Down,Operating,1998-01-01
Mammoth Comet Coaster,Trier's Park,Wood,Sit Down,,1921-01-01
Mammoth Figure 8,Lakeside Park,Wood,Sit Down,,
Mammoth Racing Coaster,State Fair of Texas,Wood,Sit Down,,1911-01-01
Mammoth Roller Coaster,Canobie Lake Park,Wood,Sit Down,,1902-01-01
Mammoth Velvet Coaster,Zoo Park,Wood,Sit Down,,1906-01-01
Mammut,Gardaland,Steel,Sit Down,Operating,2008-01-01
Mammut,Erlebnispark Tripsdrill,Wood,Sit Down,Operating,2008-01-01
Mamutí Horská Dráha,Dolní Morava Relax & Sport Resort,Steel,Sit Down,Operating,2019-01-01
Man-O-War,Mysterious Island,Steel,Sit Down,Operating,2006-01-01
Manta,SeaWorld Orlando,Steel,Flying,Operating,2009-01-01
Manta,SeaWorld San Diego,Steel,Sit Down,Operating,2012-01-01
Mantaña Raton,Parque de la Huaycha,Steel,Sit Down,Operating,2013-01-01
Manzanita,Cosmica Games,Steel,Sit Down,,2010-01-01
Marble Madness,Pleasurewood Hills,Steel,Sit Down,Operating,2014-01-01
Marche du Mille-pattes,La Ronde,Steel,Sit Down,Operating,1967-01-01
Mariana,Saintland Sea World,Steel,Sit Down,Operating,2015-01-01
Mariehønen,Brændesgårdshaven,Steel,Sit Down,Operating,1975-01-01
Mariehønen,Bakken,Steel,Sit Down,Operating,1981-01-01
Mariehønen,Tivoli Gardens,Steel,Sit Down,,1974-01-01
Marienkäferbahn,Freizeit-Land Geiselwind,Steel,Sit Down,,1989-01-01
Marienkäferbahn,Safariland Stukenbrock,Steel,Sit Down,Operating,1979-01-01
Marienkäferbahn,Fort Fun Abenteuerland,Steel,Sit Down,Operating,1986-01-01
Marienkäferbahn,Traumland auf der Bärenhöhle,Steel,Sit Down,Operating,1996-01-01
Marienkäferbahn,Movie Park Germany,Steel,Sit Down,Relocated,1979-01-01
Marienkäferbahn,Freizeitpark Kirchhorst,Steel,Sit Down,,
Marienkäfer Hochbahn,Churpfalzpark,Steel,Sit Down,Operating,1983-01-01
Mars,Energylandia,Steel,Sit Down,Operating,2014-01-01
Marvel Mania,Alabama Adventure & Splash Adventure,Steel,Sit Down,Relocated,1998-01-01
Masken,Parken Zoo,Steel,Sit Down,Operating,1977-01-01
Maskerade,Wiener Prater,Steel,Sit Down,Operating,2015-01-01
Master Thai,Mirabilandia,Steel,Sit Down,Operating,2011-01-01
Mato Mainio,Vauhtipuisto,Steel,Sit Down,Operating,2015-01-01
Mátra Bob,Oxygen Adrenalin Park,Steel,Sit Down,Operating,2006-01-01
Matterhorn Blitz,Europa Park,Steel,Sit Down,Operating,1999-01-01
Matterhorn Bobsleds,Disneyland,Steel,Sit Down,Operating,1959-01-01
Maverick,Cedar Point,Steel,Sit Down,Operating,2007-01-01
Maximus,Crealy Adventure Park,Steel,Sit Down,Operating,2000-01-01
Max + Moritz,Efteling,Steel,Sit Down,Operating,2020-01-01
Max's Doggy Dog Coaster,Fantasy Island,Steel,Sit Down,,2013-01-01
Max Speed,Suzhou Amusement Land,Steel,Sit Down,,2010-01-01
Maxx Force,Six Flags Great America,Steel,Sit Down,Operating,2019-01-01
Mayan Adventure,Formosan Aboriginal Culture Village,Steel,Inverted,Operating,1997-01-01
Mayan Mindbender,Six Flags AstroWorld,Steel,Sit Down,Relocated,1995-01-01
Mayan Mountain Dragon,Hangzhou Paradise,Steel,Inverted,Operating,2021-01-01
Mean Streak,Cedar Point,Wood,Sit Down,,1991-01-01
Medusa,Six Flags Discovery Kingdom,Steel,Sit Down,Operating,2000-01-01
Medusa,Six Flags Mexico,Wood,Sit Down,,2000-01-01
Medusa Steel Coaster,Six Flags Mexico,Steel,Sit Down,Operating,2014-01-01
Mega Blitz,Coney Beach Pleasure Park,Steel,Sit Down,,1996-01-01
Megablitz,Wiener Prater,Steel,Sit Down,Operating,1994-01-01
Mega Coaster,Hamanako Pal Pal,Steel,Sit Down,Operating,1997-01-01
Megafobia,Oakwood Theme Park,Wood,Sit Down,Operating,1996-01-01
Mega-Lite,Happy Valley,Steel,Sit Down,Operating,2009-01-01
Mega Looping Bahn,Spreepark,Steel,Sit Down,Relocated,
Mega Zeph,Six Flags New Orleans,Wood,Sit Down,SBNO,2000-01-01
Mendi Mendiyan,Parque de Atracciones de Vizcaya,Steel,Sit Down,,1974-01-01
Meow Meow Coaster,Bada Forest Paradise,Steel,Sit Down,SBNO,2011-01-01
Mercury's Mini Coaster,Twinlakes Park,Steel,Sit Down,Operating,2004-01-01
Merkant,Mandoria,Steel,Sit Down,Under Construction,2021-01-01
Merlin's Mayhem,Dutch Wonderland,Steel,Inverted,Operating,2018-01-01
Merlin's Revenge,Castle Amusement Park,Steel,Sit Down,Operating,2001-01-01
Merry Gorka,Park of Culture,Steel,Sit Down,Operating,2014-01-01
Merry Gorka,Odori Park,Steel,Sit Down,Operating,2017-01-01
Meteor,Little Amerricka,Wood,Sit Down,Operating,2007-01-01
Meteor,Sportland Pier,Steel,Sit Down,,1967-01-01
Meteor,Freedom Land U.S.A,Steel,Sit Down,Relocated,1963-01-01
Meteor,Sportland Pier,Steel,Sit Down,Relocated,1961-01-01
Meteor Coaster,Taman Legenda,Steel,Sit Down,,
Meteor Roller Coaster,Sportland Pier,Steel,Sit Down,,1971-01-01
Meteor Roller Coaster,Floraland Continent Park,Steel,Sit Down,,2013-01-01
Metropolis,Luna Park,Steel,Sit Down,,1990-01-01
Mexican Coaster,Moiland,Steel,Sit Down,Operating,2011-01-01
Miami,Antibes Land,Steel,Sit Down,,
Miao Coaster,Etnaland,Steel,Sit Down,Operating,2014-01-01
Mick Doohan's Motocoaster,Dreamworld,Steel,Sit Down,Operating,2007-01-01
Micro 8,Fun Factory,Steel,Sit Down,Operating,2017-01-01
Midnight Express,Krazy City,Steel,Sit Down,Relocated,2006-01-01
Migfer,Wonderland Eurasia,Steel,Sit Down,SBNO,2019-01-01
Mighty Canadian Minebuster,Canada's Wonderland,Wood,Sit Down,Operating,1981-01-01
Mighty Mini Mega,Adventure Island,Steel,Sit Down,Operating,2003-01-01
Mighty Mouse,Playland's Castaway Cove,Steel,Sit Down,Relocated,1996-01-01
Mighty Mouse,Funtown Pier,Steel,Sit Down,,2005-01-01
Mighty Worm,Habtoorland,Steel,Sit Down,SBNO,2004-01-01
Mikey's Halfpipe,Nickelodeon Universe,Steel,Sit Down,Under Construction,2022-01-01
Mild Thing,Valleyfair!,Steel,Sit Down,,1976-01-01
Mile Sky Chaser,Luna Park,Wood,Sit Down,,1924-01-01
Milky Way,Greenland,Steel,Stand Up,Operating,1991-01-01
Millennium,Fantasy Island,Steel,Sit Down,Operating,1999-01-01
Millennium Force,Cedar Point,Steel,Sit Down,Operating,2000-01-01
Millennium Force,Askari Islands of Fun,Steel,Sit Down,Operating,2018-01-01
Miller's Gold Mine,Coney Island - Independent Vendor 2,Steel,Sit Down,,
Miller's Gold Mine,Jolly Roger Amusement Park,Steel,Sit Down,Relocated,1989-01-01
Million Dollar Coaster,Rocky Glen,Wood,Sit Down,,1946-01-01
Mina,Parque de Atracciones de Zaragoza,Steel,Sit Down,Operating,2002-01-01
Mindbender,Galaxyland Amusement Park,Steel,Sit Down,Operating,1985-01-01
Mind Eraser,Six Flags America,Steel,Inverted,Operating,1995-01-01
Mind Eraser,Elitch Gardens,Steel,Inverted,Operating,1997-01-01
Mind Eraser,Six Flags Darien Lake,Steel,Inverted,Operating,1997-01-01
Mine 1771,Dreamwood,Steel,Sit Down,Operating,2018-01-01
Mine Adventure,Splendid World Fantasy Land,Steel,Sit Down,,2014-01-01
Mine Adventure,VinWonders,Steel,Sit Down,Operating,2016-01-01
Mine Adventure,Oriental Neverland - Coldplay Kingdom,Steel,Sit Down,Operating,2020-01-01
Mine Blower,Fun Spot America,Wood,Sit Down,Operating,2017-01-01
Mine Car,Chang Feng Park,Steel,Sit Down,,2007-01-01
Mine Car,Sun Tzu Cultural Park,Steel,Sit Down,Operating,2017-01-01
Mine Car,Jiufeng Park,Steel,Sit Down,Operating,2012-01-01
Mine Coaster,Happy Valley,Steel,Sit Down,Operating,2002-01-01
Mine Coaster,Sun Park,Steel,Sit Down,Operating,1999-01-01
Mine Coaster,Beijing Shijingshan Amusement Park,Steel,Sit Down,,2003-01-01
Mine Coaster,Quancheng Euro Park,Steel,Sit Down,Operating,2014-01-01
Mine de Thor,Walygator Sud-Ouest,Steel,Sit Down,Operating,2002-01-01
Mine Escape,Happy Valley,Steel,Sit Down,Operating,2020-01-01
Mine Express,Discovery World,Steel,Sit Down,Operating,2001-01-01
Mine Express,Mtatsminda Park,Steel,Sit Down,Operating,2007-01-01
Mine Expressen,Fårup Sommerland,Steel,Sit Down,Operating,1992-01-01
Miner Coaster,Western Playland,Steel,Sit Down,Operating,2006-01-01
Miner Mike,Gillian's Wonderland Pier,Steel,Sit Down,Relocated,1998-01-01
Miner Mike,Kids 'N Action,Steel,Sit Down,Operating,1995-01-01
Miner Mike,Heritage Amusement Park,Steel,Sit Down,,1999-01-01
Miner Mike,Adventuredome,Steel,Sit Down,,1994-01-01
Miner Mike,Haunted Trails,Steel,Sit Down,Operating,1994-01-01
Miner Mike,Cherokee Fun Park,Steel,Sit Down,,2004-01-01
Miner Mike,Gulf Shores Amusement Park,Steel,Sit Down,,
Miner Mike,Celebration Station,Steel,Sit Down,Relocated,2004-01-01
Miner Mike,Fiddlesticks Family Fun Park,Steel,Sit Down,,2005-01-01
Miner Mike,SkateDaze,Steel,Sit Down,Relocated,2006-01-01
Miner Mike,iT'Z Family Food & Fun,Steel,Sit Down,Relocated,2006-01-01
Miner Mike,Knucklehead's Bowling & Family Entertainment,Steel,Sit Down,Operating,2007-01-01
Miner Mike,Fun Zones of Wethersfield,Steel,Sit Down,Relocated,1998-01-01
Miner Mike,Sam's Fun City,Steel,Sit Down,Operating,2000-01-01
Miner Mike,Gatti's Pizza,Steel,Sit Down,Operating,2013-01-01
Miner Mike,Dunes Leisure,Steel,Sit Down,Operating,2013-01-01
Miner Mike,Colasanti's Tropical Gardens,Steel,Sit Down,,2012-01-01
Miner Mike,Zuma Fun Center,Steel,Sit Down,Relocated,2012-01-01
Miner Mike,Fantasy Island,Steel,Sit Down,Relocated,2006-01-01
Miner Mike,Harvest Tyme Pumpkin Patch,Steel,Sit Down,Operating,2014-01-01
Miner Mike,Peter Piper Pizza,Steel,Sit Down,Relocated,1995-01-01
Miner Mike,Mountasia Family Fun Center,Steel,Sit Down,,2015-01-01
Miner Mike,Funtasticks Family Fun Park,Steel,Sit Down,Operating,2015-01-01
Miner Mike,Fun Time Pizza,Steel,Sit Down,Operating,2018-01-01
Miner Mike,Funtasticks,Steel,Sit Down,,2018-01-01
Miner Mike,Playzone Toledo,Steel,Sit Down,Operating,2019-01-01
Mine Roller Coaster,Great Xingdong Tourist World,Steel,Sit Down,Under Construction,2020-01-01
Miners Mike,Boomers!,Steel,Sit Down,,2009-01-01
Mineshaft Coaster,Alpine Slide at Magic Mountain,Steel,Sit Down,Operating,2020-01-01
Mine Train,Attractiepark Slagharen,Steel,Sit Down,Operating,2001-01-01
Mine Train,Funland Park,Steel,Sit Down,Relocated,2001-01-01
Mine Train,Al Hokair Land Theme Park,Steel,Sit Down,,2002-01-01
Mine Train,Jinhae Parkland,Steel,Sit Down,,2004-01-01
Mine Train,Arcadas,Steel,Sit Down,,2003-01-01
Mine Train,PowerLand,Steel,Sit Down,Operating,2007-01-01
Mine Train,Birthday World,Steel,Sit Down,Relocated,2007-01-01
Mine Train,Sandham Raceway,Steel,Sit Down,,2007-01-01
Mine Train,Leolandia,Steel,Sit Down,Operating,2009-01-01
Mine Train,Hot Go Park - Happy Jungle World,Steel,Sit Down,Operating,2014-01-01
Mine Train,Sonoma TrainTown Railroad,Steel,Sit Down,Operating,2015-01-01
Mine Train,Foreigner Street,Steel,Sit Down,Relocated,2016-01-01
Mine Train,Colourful Yunnan Paradise,Steel,Sit Down,Operating,2018-01-01
Mine Train,Elise's Family Fun Center,Steel,Sit Down,,2012-01-01
Mine Train Coaster,Happy Valley,Steel,Sit Down,Operating,2009-01-01
Mine Train Coaster,Maitama Amusement Park,Steel,Sit Down,Operating,2009-01-01
Mine Train Coaster,Orășelul Copiilor,Steel,Sit Down,Operating,2013-01-01
Mine Train Coaster,Joyous Land,Steel,Sit Down,Operating,2012-01-01
Mine Train Coaster,Dragon Park,Steel,Sit Down,Operating,2017-01-01
Mine Train Coaster,Fun Park Biograd,Steel,Sit Down,Operating,2017-01-01
Minetrain Coaster,Central Fantasy Town,Steel,Sit Down,Operating,2015-01-01
Mine Train Ulven,Bakken,Steel,Sit Down,Operating,1997-01-01
Mine Truck,Universal 100 Movie Theme Park,Steel,Sit Down,Operating,2018-01-01
Mine Twister,Remlinger Farms,Steel,Sit Down,,1996-01-01
Mine-Twister,Remlinger Farms,Steel,Sit Down,Operating,2012-01-01
Minhocão,Cidade da Criança,Steel,Sit Down,,
Mini 8,Hannibal Park,Steel,Sit Down,Operating,2006-01-01
Mini Apple,Alton Towers,Steel,Sit Down,Relocated,1982-01-01
Mini Big Apple,Allou Fun Park,Steel,Sit Down,Operating,2008-01-01
Minibruco,Parco Giochi Santa Fe,Steel,Sit Down,Operating,2010-01-01
Minibruco,Parco Giochi Giardino Inglese,Steel,Sit Down,Operating,2003-01-01
Minibruco,Galactica Lunapark and Bowling,Steel,Sit Down,,2007-01-01
Mini Canyon,Park Lunasan,Steel,Sit Down,,2010-01-01
Mini Canyon,Al Qasba,Steel,Sit Down,,2012-01-01
Mini Canyon,Safari Park,Steel,Sit Down,,2012-01-01
Mini Canyon,Berlika Parkı,Steel,Sit Down,Operating,2014-01-01
Mini Canyon,Basra Family Park,Steel,Sit Down,In Storage,2010-01-01
Mini Caterpillar,Leningradskiy Zoopark,Steel,Sit Down,Operating,2009-01-01
Mini-Caterpillar,Vostok Amusement Park,Steel,Sit Down,Operating,2017-01-01
Mini Coaster,Arakawa Amusement Park,Steel,Sit Down,,1990-01-01
Mini Coaster,Hamanako Pal Pal,Steel,Sit Down,Operating,
Mini Coaster,Expoland,Steel,Sit Down,,1985-01-01
Mini Coaster,Mirage Land,Steel,Sit Down,,
Mini Coaster,Magic Castle,Steel,Sit Down,,2000-01-01
Mini Coaster,Kijima Kogen,Steel,Sit Down,,
Mini Coaster,Taman Remaja Surabaya,Steel,Sit Down,,2006-01-01
Mini Coaster,Wonderia,Steel,Sit Down,,2006-01-01
Mini Coaster,Attrapark,Steel,Sit Down,Relocated,2012-01-01
Mini Coaster,Happy Valley,Steel,Sit Down,Operating,2013-01-01
Mini Coaster,Dorney Park & Wildwater Kingdom,Steel,Sit Down,,1957-01-01
Mini Coaster,Splendid World Fantasy Land,Steel,Sit Down,,2014-01-01
Mini Coaster,Atlantis Land,Steel,Sit Down,Operating,2019-01-01
Mini Coaster,Anapa Park Jungle,Steel,Sit Down,Operating,2019-01-01
Minicoaster Apple,Nettuno Park,Steel,Sit Down,Operating,2002-01-01
Mini-Comet,Hersheypark,Steel,Sit Down,,1974-01-01
Mini Costor,Fantazy Land,Steel,Sit Down,SBNO,2001-01-01
Mini Cyclone,Toshimaen,Steel,Sit Down,,2009-01-01
Mini Cyclone Roller Coaster,Sandspit Cavendish Beach,Steel,Sit Down,Operating,2009-01-01
Mini Dipper,Ffrith Beach Fun Parc,Steel,Sit Down,,
Mini Dragon,Funland Park,Steel,Sit Down,,1998-01-01
Miniera d'Oro Del West,Fiabilandia,Steel,Sit Down,Operating,2003-01-01
Mini Express,Calaway Park,Steel,Sit Down,Operating,2013-01-01
Mini Flume,Heritage Park,Steel,Sit Down,,2005-01-01
Mini Grand Huit,Parc de la Toison d'Or,Steel,Sit Down,,1990-01-01
Mini Ha Ha,Columbian Park,Steel,Sit Down,,1981-01-01
Mini Jet Coaster,Kōno Park,Steel,Sit Down,Operating,2005-01-01
Mini-Lynet,Fårup Sommerland,Steel,Sit Down,Relocated,2003-01-01
Mini Mine Rush,American Adventure Theme Park,Steel,Sit Down,Relocated,2006-01-01
Mini Mine Train,Six Flags Over Texas,Steel,Sit Down,Operating,1969-01-01
Mini Mine Train,Pleasure Island Family Theme Park,Steel,Sit Down,Relocated,1993-01-01
Mini-Mine Train,Six Flags Over Georgia,Steel,Sit Down,,1969-01-01
Mini Mine Train,Window on China Theme Park,Steel,Sit Down,Operating,1993-01-01
Mini Montaña,Comfaventura,Steel,Sit Down,Operating,2011-01-01
Mini Montaña Rusa,Parque de Atracciones de Montjuic,Steel,Sit Down,,1966-01-01
Mini Montanha,Parquinho da Redenção,Steel,Sit Down,Operating,
Mini Montanha Happy Mountain,Parque Mutirama,Steel,Sit Down,Operating,2012-01-01
Mini Montanha Russa,Play Master,Steel,Sit Down,Operating,1990-01-01
Mini-Montanha Russa,Happy Birthday,Steel,Sit Down,Operating,2012-01-01
Mini Montanha Russa,Pilar Park,Steel,Sit Down,Relocated,2005-01-01
Mini Montanha Russa,Mundo Encantado,Steel,Sit Down,Operating,2012-01-01
Mini Mouse,Oasi Park,Steel,Sit Down,Operating,2007-01-01
Mini Mouse,Victorian Gardens,Steel,Sit Down,Relocated,2003-01-01
Mini Mouse,Luna Park,Steel,Sit Down,Operating,2021-01-01
Mini Mouse Cartoon,Parc Saint Paul,Steel,Sit Down,Operating,2004-01-01
Mining Coaster,Taman Safari Bogor,Steel,Sit Down,Operating,2015-01-01
Mining Racer Coaster,Gumbuya World,Steel,Sit Down,Operating,2017-01-01
Mining Town,Penglai Euro Park,Steel,Sit Down,Operating,2013-01-01
Mini R. Coaster,Sparky's,Steel,Sit Down,Operating,2017-01-01
Mini Rock'n Roller Coaster,Parlee Beach Amusements,Steel,Sit Down,Relocated,1988-01-01
Mini Rock 'N' Roller Coaster,Opryland USA,Steel,Sit Down,,1977-01-01
Mini Roller Coaster,Funland Park,Steel,Sit Down,,1997-01-01
Mini Roller Coaster,Mariepark,Steel,Sit Down,,
Mini Roller Coaster,MGM Dizzee World,Steel,Sit Down,,2005-01-01
Mini Roller Coaster,Happy City,Steel,Sit Down,Relocated,2007-01-01
Mini Roller Coaster,Suôí Tiên Park,Steel,Sit Down,,2012-01-01
Mini Roller Coaster,Suôí Tiên Park,Steel,Sit Down,Operating,2015-01-01
Mini Roller Coaster,New Saniro Dream Paradise,Steel,Sit Down,Operating,2014-01-01
Mini Roller Coaster,Kings Shopping Centre,Steel,Sit Down,Relocated,2013-01-01
Mini Roller Coaster,Nanhu Dream Land,Steel,Sit Down,Operating,2017-01-01
Mini Tornado,Toggi World,Steel,Sit Down,,2009-01-01
Miniwah,Freizeitpark Plohn,Steel,Sit Down,Operating,2015-01-01
Minnie Mouse,Central Park,Steel,Sit Down,Operating,2011-01-01
Minor Mike,Celebration Station,Steel,Sit Down,,1993-01-01
Minor Mike,Celebration Station,Steel,Sit Down,Operating,2004-01-01
Minor Mike,Celebration Station,Steel,Sit Down,,2001-01-01
Minor Mike,Zuma Fun Center,Steel,Sit Down,Relocated,2004-01-01
Minor Mike,Celebration Station,Steel,Sit Down,,1998-01-01
Minor Mike,Zuma Fun Center,Steel,Sit Down,Relocated,2007-01-01
Miracle Car,Tochinoki Family Land,Steel,Sit Down,,
Miracle Coaster,Takarazuka Garden Fields,Steel,Sit Down,,1993-01-01
Mirage Rosso,Zoosafari Fasanolandia,Steel,Inverted,Operating,2000-01-01
Miralooping,Mirapolis,Steel,Sit Down,Relocated,1988-01-01
Misket Coaster,Wonderland Eurasia,Steel,Sit Down,SBNO,2019-01-01
Missile,American Adventure Theme Park,Steel,Sit Down,Relocated,1989-01-01
Mission Ferrari,Ferrari World Abu Dhabi,Steel,Sit Down,Under Construction,2021-01-01
Mite Mouse,Smiley's Happyland,Steel,Sit Down,,1960-01-01
Mite Mouse,Dispensa's Kiddie Kingdom,Steel,Sit Down,,
Mite Mouse,Ocean Beach Park,Steel,Sit Down,,
Mite Mouse,Funabashi Health Center,Steel,Sit Down,,1966-01-01
Mola Mola,Ocean Dream Samudra,Steel,Sit Down,Operating,2020-01-01
Momonga Standing and Loop Coaster,Yomiuriland,Steel,Stand Up,Operating,1979-01-01
Moncayo,Parque de Atracciones de Zaragoza,Steel,Sit Down,Operating,1974-01-01
Monkey Coaster,Japan Monkey Park,Steel,Sit Down,Operating,1994-01-01
Monkey Mayhem,West Midland Safari Park,Steel,Sit Down,Operating,1998-01-01
Monorail Éclair,Expo '58,Steel,Sit Down,Relocated,1958-01-01
Monroe Roller Coaster,Monroe Piers,Wood,Sit Down,,1905-01-01
Monster,Walygator Grand Est,Steel,Inverted,Operating,2010-01-01
Monster,Adventureland,Steel,Sit Down,Operating,2016-01-01
Monster,Gröna Lund,Steel,Inverted,Operating,2021-01-01
Monster Mouse,Oaks Amusement Park,Steel,Sit Down,,1977-01-01
Monster Mouse,Washington State Fair,Steel,Sit Down,Relocated,1990-01-01
Monster Mouse,Playland Park,Steel,Sit Down,Relocated,1967-01-01
Monster Mouse,Ocean Playland,Steel,Sit Down,Relocated,1965-01-01
Monster Mouse,Forest Park,Steel,Sit Down,,1965-01-01
Monster Mouse,Family Funland,Steel,Sit Down,Relocated,2001-01-01
Monster Mouse,Fantasy Farm Amusement Park,Steel,Sit Down,,1984-01-01
