Roller Coaster,Amusement Park,Type,Design,Status,Opened
Mad Mouse,Lakemont Park,Steel,Sit Down,,1991
Mad Mouse,Joyland Amusement Park,Steel,Sit Down,Relocated,1976
Mad Mouse,Seven Peaks Water Park Duneland,Steel,Sit Down,Relocated,
Mad Mouse,Little Amerricka,Steel,Sit Down,Operating,1993
Mad Mouse,Quassy Amusement Park,Steel,Sit Down,,1982
Mad Mouse,Julia Davis Fun Depot,Steel,Sit Down,,
Mad Mouse,Myrtle Beach Pavilion,Steel,Sit Down,,1998
Mad Mouse,Michigan's Adventure,Steel,Sit Down,Operating,1999
Mad Mouse,Valleyfair!,Steel,Sit Down,Operating,1999
Mad Mouse,J's Amusement Park,Steel,Sit Down,,1991
Mad Mouse,Seaburn Fun Park,Steel,Sit Down,,
Mad Mouse,White Swan Park,Steel,Sit Down,Relocated,1965
Mad Mouse,Fuji-Q Highland,Steel,Sit Down,,1998
Mad Mouse,Melbourne Showgrounds,Wood,Sit Down,Relocated,
Mad Mouse,Ocean Beach Amusement Park,Steel,Sit Down,Relocated,1961
Mad Mouse,Old Indiana Fun-n-Water Park,Steel,Sit Down,,1985
Mad Mouse,Como Town,Steel,Sit Down,,1960
Mad Mouse,Bell's Amusement Park,Steel,Sit Down,Relocated,1959
Mad Mouse,Marshall Hall Park,Steel,Sit Down,,960s
Mad Mouse,Amanohashidate View Land,Steel,Sit Down,,
Mad Mouse,Biwako Tower,Steel,Sit Down,,
Mad Mouse,Sendai Highland,Steel,Sit Down,,1990
Mad Mouse,Himeji Tegarayama Amusement Park,Steel,Sit Down,,
Mad Mouse,Queens Park,Steel,Sit Down,,1959
Mad Mouse,Funtown,Steel,Sit Down,,
Mad Mouse,Sauzer's Kiddieland,Steel,Sit Down,,
Mad Mouse,Downunderland,Steel,Sit Down,,1999
Mad Mouse,Cliff's Amusement Park,Steel,Sit Down,Relocated,1964
Mad Mouse,Magic Mesa Fun Park,Steel,Sit Down,,
Mad Mouse,Fun Town,Steel,Sit Down,,
Mad Mouse,Rusutsu Resort,Steel,Sit Down,Operating,2004
Mad Mouse,Miyazaki City Phoenix Zoo,Steel,Sit Down,Operating,1971
Mad Mouse,Playland Park,Steel,Sit Down,,
Mad Mouse,Pleasure Garden,Steel,Sit Down,,
Mad Mouse,Lake Winnepesaukah,Steel,Sit Down,,1960
Mad Mouse,Southport Pleasureland,Wood,Sit Down,,1983
Mad Mouse,Expoland,Steel,Sit Down,Relocated,
Mad Mouse,Yoro Park,Steel,Sit Down,,1976
Mad Mouse,Frontier City,Steel,Sit Down,,1959
Mad Mouse,Chain of Rocks Amusement Park,Steel,Sit Down,,1959
Mad Mouse,Tokushima Familyland,Steel,Sit Down,Operating,1998
Mad Mouse,Fair Park,Steel,Sit Down,,
Mad Mouse,Alabama State Fairgrounds,Steel,Sit Down,,1959
Mad Mouse,Oaks Amusement Park,Steel,Sit Down,,1960
Mad Mouse,Broadway Grand Prix,Steel,Sit Down,,
Mad Mouse,People's Park,Steel,Sit Down,,2005
Mad Mouse,Adelaide Showgrounds,Wood,Sit Down,Relocated,960s
Mad Mouse,Tosselilla,Steel,Sit Down,Operating,2009
Mad Mouse,Bayside Fun Park,Steel,Sit Down,Relocated,2012
Mad Mouse,M&Ds Scotland's Theme Park,Steel,Sit Down,Operating,2016
Mad Mouse,Clarence Pier,Steel,Sit Down,Operating,2019
Mad Mouse,Tamagawa Garden,Steel,Sit Down,,1964
Mad Mouse,Misaki Park,Steel,Sit Down,,
Mad Mouse,Wonderland,Steel,Sit Down,,1975
Mad Ramp Peak,Genting SkyWorlds,Steel,Sit Down,Under Construction,2021
Mælkevejen,Tivoli Gardens,Steel,Sit Down,Operating,2019
Märchen Coaster,Onokoro,Steel,Sit Down,,
Mäuseachterbahn,Spielerei Rheda-Wiedenbrück,Steel,Sit Down,Relocated,1996
Magical Shuttle,Lotus World,Steel,Sit Down,Operating,2018
Magical Wheels,Guilin Merryland Theme Park,Steel,Sit Down,,2009
Magic Bee,Nova Nicolândi,Steel,Inverted,,2007
Magic Bee,Cidade da Criança,Steel,Inverted,Operating,2017
Magic Bee,Tivoli Park,Steel,Inverted,Operating,2020
Magic Carpet,Happy Valley,Steel,Sit Down,Operating,2009
Magic Castle,E-World,Steel,Sit Down,Operating,1995
Magic Dragon,ZooTampa at Lowry Park,Steel,Sit Down,,1960
Magic Dragon,JoyRides Family Fun Center,Steel,Sit Down,,2005
Magic Flyer,Six Flags Magic Mountain,Steel,Sit Down,Operating,1971
Màgic Gliss,Mon(t) Magic Family Park,Steel,Sit Down,Operating,2019
Magic Loop,Aventura Luna Park,Steel,Sit Down,Operating,2003
Magic Loop,Interpark,Steel,Sit Down,,2007
Magic Loop,Parque De Diversiones,Steel,Sit Down,Operating,2016
Magic Mountain,Magic World,Steel,Sit Down,Relocated,1999
Magic Mountain,New Jesolandia,Steel,Sit Down,Operating,2014
Magic Mountain,Fiabilandia,Steel,Sit Down,Relocated,2010
Magic Mountain,Magic World,Steel,Sit Down,,2011
Magic Mountain,Lunapark Fréjus,Steel,Sit Down,Operating,2008
Magic Mountain Falls,The Falls,Steel,Sit Down,Operating,2011
Magic Mouse,Funland Park,Steel,Sit Down,Relocated,1998
Magic Mouse,Fantasia Luna Park,Steel,Sit Down,,2003
Magic Mouse,Brean Theme Park,Steel,Sit Down,Operating,2007
Magic Mouse,Didi'Land,Steel,Sit Down,,2010
Magic Mouse,Planet Quba,Steel,Sit Down,SBNO,2013
Magic Mouse,Dreamland,Steel,Sit Down,Relocated,2017
Magic Pomme,Parc de la Vallée,Steel,Sit Down,,2005
Magic Pomme,Parc de la Vallée,Steel,Sit Down,Operating,2020
Magic Ring Roller Coaster,Floraland Continent Park,Steel,Sit Down,Operating,2015
Magic Ring Speed Racing,Oriental Neverland - Coldplay Kingdom,Steel,Sit Down,Operating,2019
Magic Ring Vertical Coaster,Chuanlord Holiday Manor,Steel,Sit Down,Operating,2013
Magic Roller Coaster,Taihang Happy Valley,Steel,Sit Down,Operating,2019
Magic Space,Marine World,Steel,Sit Down,,2001
Magic Thunder Coaster,Trans Studio,Steel,Sit Down,Operating,2009
Magic Tornado,Magic Games,Steel,Sit Down,Operating,2010
Magic Worm,Magicland,Steel,Sit Down,Operating,2009
Magma,VulQano Park,Steel,Sit Down,,2005
Magnum Force,Flamingo Land,Steel,Sit Down,Relocated,2000
Magnum XL-200,Cedar Point,Steel,Sit Down,Operating,1989
Magnus Colossus,Terra Mítica,Wood,Sit Down,SBNO,2000
Maisiflitzer,Maiskogel,Steel,Sit Down,Operating,2010
Mako,SeaWorld Orlando,Steel,Sit Down,Operating,2016
Mamba,Worlds of Fun,Steel,Sit Down,Operating,1998
Mammoth Comet Coaster,Trier's Park,Wood,Sit Down,,1921
Mammoth Figure 8,Lakeside Park,Wood,Sit Down,,
Mammoth Racing Coaster,State Fair of Texas,Wood,Sit Down,,1911
Mammoth Roller Coaster,Canobie Lake Park,Wood,Sit Down,,1902
Mammoth Velvet Coaster,Zoo Park,Wood,Sit Down,,1906
Mammut,Gardaland,Steel,Sit Down,Operating,2008
Mammut,Erlebnispark Tripsdrill,Wood,Sit Down,Operating,2008
Mamutí Horská Dráha,Dolní Morava Relax & Sport Resort,Steel,Sit Down,Operating,2019
Man-O-War,Mysterious Island,Steel,Sit Down,Operating,2006
Manta,SeaWorld Orlando,Steel,Flying,Operating,2009
Manta,SeaWorld San Diego,Steel,Sit Down,Operating,2012
Mantaña Raton,Parque de la Huaycha,Steel,Sit Down,Operating,2013
Manzanita,Cosmica Games,Steel,Sit Down,,2010
Marble Madness,Pleasurewood Hills,Steel,Sit Down,Operating,2014
Marche du Mille-pattes,La Ronde,Steel,Sit Down,Operating,1967
Mariana,Saintland Sea World,Steel,Sit Down,Operating,2015
Mariehønen,Brændesgårdshaven,Steel,Sit Down,Operating,1975
Mariehønen,Bakken,Steel,Sit Down,Operating,1981
Mariehønen,Tivoli Gardens,Steel,Sit Down,,1974
Marienkäferbahn,Freizeit-Land Geiselwind,Steel,Sit Down,,1989
Marienkäferbahn,Safariland Stukenbrock,Steel,Sit Down,Operating,1979
Marienkäferbahn,Fort Fun Abenteuerland,Steel,Sit Down,Operating,1986
Marienkäferbahn,Traumland auf der Bärenhöhle,Steel,Sit Down,Operating,1996
Marienkäferbahn,Movie Park Germany,Steel,Sit Down,Relocated,1979
Marienkäferbahn,Freizeitpark Kirchhorst,Steel,Sit Down,,
Marienkäfer Hochbahn,Churpfalzpark,Steel,Sit Down,Operating,1983
Mars,Energylandia,Steel,Sit Down,Operating,2014
Marvel Mania,Alabama Adventure & Splash Adventure,Steel,Sit Down,Relocated,1998
Masken,Parken Zoo,Steel,Sit Down,Operating,1977
Maskerade,Wiener Prater,Steel,Sit Down,Operating,2015
Master Thai,Mirabilandia,Steel,Sit Down,Operating,2011
Mato Mainio,Vauhtipuisto,Steel,Sit Down,Operating,2015
Mátra Bob,Oxygen Adrenalin Park,Steel,Sit Down,Operating,2006
Matterhorn Blitz,Europa Park,Steel,Sit Down,Operating,1999
Matterhorn Bobsleds,Disneyland,Steel,Sit Down,Operating,1959
Maverick,Cedar Point,Steel,Sit Down,Operating,2007
Maximus,Crealy Adventure Park,Steel,Sit Down,Operating,2000
Max + Moritz,Efteling,Steel,Sit Down,Operating,2020
Max's Doggy Dog Coaster,Fantasy Island,Steel,Sit Down,,2013
Max Speed,Suzhou Amusement Land,Steel,Sit Down,,2010
Maxx Force,Six Flags Great America,Steel,Sit Down,Operating,2019
Mayan Adventure,Formosan Aboriginal Culture Village,Steel,Inverted,Operating,1997
Mayan Mindbender,Six Flags AstroWorld,Steel,Sit Down,Relocated,1995
Mayan Mountain Dragon,Hangzhou Paradise,Steel,Inverted,Operating,2021
Mean Streak,Cedar Point,Wood,Sit Down,,1991
Medusa,Six Flags Discovery Kingdom,Steel,Sit Down,Operating,2000
Medusa,Six Flags Mexico,Wood,Sit Down,,2000
Medusa Steel Coaster,Six Flags Mexico,Steel,Sit Down,Operating,2014
Mega Blitz,Coney Beach Pleasure Park,Steel,Sit Down,,1996
Megablitz,Wiener Prater,Steel,Sit Down,Operating,1994
Mega Coaster,Hamanako Pal Pal,Steel,Sit Down,Operating,1997
Megafobia,Oakwood Theme Park,Wood,Sit Down,Operating,1996
Mega-Lite,Happy Valley,Steel,Sit Down,Operating,2009
Mega Looping Bahn,Spreepark,Steel,Sit Down,Relocated,
Mega Zeph,Six Flags New Orleans,Wood,Sit Down,SBNO,2000
Mendi Mendiyan,Parque de Atracciones de Vizcaya,Steel,Sit Down,,1974
Meow Meow Coaster,Bada Forest Paradise,Steel,Sit Down,SBNO,2011
Mercury's Mini Coaster,Twinlakes Park,Steel,Sit Down,Operating,2004
Merkant,Mandoria,Steel,Sit Down,Under Construction,2021
Merlin's Mayhem,Dutch Wonderland,Steel,Inverted,Operating,2018
Merlin's Revenge,Castle Amusement Park,Steel,Sit Down,Operating,2001
Merry Gorka,Park of Culture,Steel,Sit Down,Operating,2014
Merry Gorka,Odori Park,Steel,Sit Down,Operating,2017
Meteor,Little Amerricka,Wood,Sit Down,Operating,2007
Meteor,Sportland Pier,Steel,Sit Down,,1967
Meteor,Freedom Land U.S.A,Steel,Sit Down,Relocated,1963
Meteor,Sportland Pier,Steel,Sit Down,Relocated,1961
Meteor Coaster,Taman Legenda,Steel,Sit Down,,
Meteor Roller Coaster,Sportland Pier,Steel,Sit Down,,1971
Meteor Roller Coaster,Floraland Continent Park,Steel,Sit Down,,2013
Metropolis,Luna Park,Steel,Sit Down,,1990
Mexican Coaster,Moiland,Steel,Sit Down,Operating,2011
Miami,Antibes Land,Steel,Sit Down,,980s
Miao Coaster,Etnaland,Steel,Sit Down,Operating,2014
Mick Doohan's Motocoaster,Dreamworld,Steel,Sit Down,Operating,2007
Micro 8,Fun Factory,Steel,Sit Down,Operating,2017
Midnight Express,Krazy City,Steel,Sit Down,Relocated,2006
Migfer,Wonderland Eurasia,Steel,Sit Down,SBNO,2019
Mighty Canadian Minebuster,Canada's Wonderland,Wood,Sit Down,Operating,1981
Mighty Mini Mega,Adventure Island,Steel,Sit Down,Operating,2003
Mighty Mouse,Playland's Castaway Cove,Steel,Sit Down,Relocated,1996
Mighty Mouse,Funtown Pier,Steel,Sit Down,,2005
Mighty Worm,Habtoorland,Steel,Sit Down,SBNO,2004
Mikey's Halfpipe,Nickelodeon Universe,Steel,Sit Down,Under Construction,2022
Mild Thing,Valleyfair!,Steel,Sit Down,,1976
Mile Sky Chaser,Luna Park,Wood,Sit Down,,1924
Milky Way,Greenland,Steel,Stand Up,Operating,1991
Millennium,Fantasy Island,Steel,Sit Down,Operating,1999
Millennium Force,Cedar Point,Steel,Sit Down,Operating,2000
Millennium Force,Askari Islands of Fun,Steel,Sit Down,Operating,2018
Miller's Gold Mine,Coney Island - Independent Vendor 2,Steel,Sit Down,,
Miller's Gold Mine,Jolly Roger Amusement Park,Steel,Sit Down,Relocated,1989
Million Dollar Coaster,Rocky Glen,Wood,Sit Down,,1946
Mina,Parque de Atracciones de Zaragoza,Steel,Sit Down,Operating,2002
Mindbender,Galaxyland Amusement Park,Steel,Sit Down,Operating,1985
Mind Eraser,Six Flags America,Steel,Inverted,Operating,1995
Mind Eraser,Elitch Gardens,Steel,Inverted,Operating,1997
Mind Eraser,Six Flags Darien Lake,Steel,Inverted,Operating,1997
Mine 1771,Dreamwood,Steel,Sit Down,Operating,2018
Mine Adventure,Splendid World Fantasy Land,Steel,Sit Down,,2014
Mine Adventure,VinWonders,Steel,Sit Down,Operating,2016
Mine Adventure,Oriental Neverland - Coldplay Kingdom,Steel,Sit Down,Operating,2020
Mine Blower,Fun Spot America,Wood,Sit Down,Operating,2017
Mine Car,Chang Feng Park,Steel,Sit Down,,2007
Mine Car,Sun Tzu Cultural Park,Steel,Sit Down,Operating,2017
Mine Car,Jiufeng Park,Steel,Sit Down,Operating,2012
Mine Coaster,Happy Valley,Steel,Sit Down,Operating,2002
Mine Coaster,Sun Park,Steel,Sit Down,Operating,1999
Mine Coaster,Beijing Shijingshan Amusement Park,Steel,Sit Down,,2003
Mine Coaster,Quancheng Euro Park,Steel,Sit Down,Operating,2014
Mine de Thor,Walygator Sud-Ouest,Steel,Sit Down,Operating,2002
Mine Escape,Happy Valley,Steel,Sit Down,Operating,2020
Mine Express,Discovery World,Steel,Sit Down,Operating,2001
Mine Express,Mtatsminda Park,Steel,Sit Down,Operating,2007
Mine Expressen,Fårup Sommerland,Steel,Sit Down,Operating,1992
Miner Coaster,Western Playland,Steel,Sit Down,Operating,2006
Miner Mike,Gillian's Wonderland Pier,Steel,Sit Down,Relocated,1998
Miner Mike,Kids 'N Action,Steel,Sit Down,Operating,1995
Miner Mike,Heritage Amusement Park,Steel,Sit Down,,1999
Miner Mike,Adventuredome,Steel,Sit Down,,1994
Miner Mike,Haunted Trails,Steel,Sit Down,Operating,1994
Miner Mike,Cherokee Fun Park,Steel,Sit Down,,2004
Miner Mike,Gulf Shores Amusement Park,Steel,Sit Down,,980s
Miner Mike,Celebration Station,Steel,Sit Down,Relocated,2004
Miner Mike,Fiddlesticks Family Fun Park,Steel,Sit Down,,2005
Miner Mike,SkateDaze,Steel,Sit Down,Relocated,2006
Miner Mike,iT'Z Family Food & Fun,Steel,Sit Down,Relocated,2006
Miner Mike,Knucklehead's Bowling & Family Entertainment,Steel,Sit Down,Operating,2007
Miner Mike,Fun Zones of Wethersfield,Steel,Sit Down,Relocated,1998
Miner Mike,Sam's Fun City,Steel,Sit Down,Operating,2000
Miner Mike,Gatti's Pizza,Steel,Sit Down,Operating,2013
Miner Mike,Dunes Leisure,Steel,Sit Down,Operating,2013
Miner Mike,Colasanti's Tropical Gardens,Steel,Sit Down,,2012
Miner Mike,Zuma Fun Center,Steel,Sit Down,Relocated,2012
Miner Mike,Fantasy Island,Steel,Sit Down,Relocated,2006
Miner Mike,Harvest Tyme Pumpkin Patch,Steel,Sit Down,Operating,2014
Miner Mike,Peter Piper Pizza,Steel,Sit Down,Relocated,1995
Miner Mike,Mountasia Family Fun Center,Steel,Sit Down,,2015
Miner Mike,Funtasticks Family Fun Park,Steel,Sit Down,Operating,2015
Miner Mike,Fun Time Pizza,Steel,Sit Down,Operating,2018
Miner Mike,Funtasticks,Steel,Sit Down,,2018
Miner Mike,Playzone Toledo,Steel,Sit Down,Operating,2019
Mine Roller Coaster,Great Xingdong Tourist World,Steel,Sit Down,Under Construction,2020
Miners Mike,Boomers!,Steel,Sit Down,,2009
Mineshaft Coaster,Alpine Slide at Magic Mountain,Steel,Sit Down,Operating,2020
Mine Train,Attractiepark Slagharen,Steel,Sit Down,Operating,2001
Mine Train,Funland Park,Steel,Sit Down,Relocated,2001
Mine Train,Al Hokair Land Theme Park,Steel,Sit Down,,2002
Mine Train,Jinhae Parkland,Steel,Sit Down,,2004
Mine Train,Arcadas,Steel,Sit Down,,2003
Mine Train,PowerLand,Steel,Sit Down,Operating,2007
Mine Train,Birthday World,Steel,Sit Down,Relocated,2007
Mine Train,Sandham Raceway,Steel,Sit Down,,2007
Mine Train,Leolandia,Steel,Sit Down,Operating,2009
Mine Train,Hot Go Park - Happy Jungle World,Steel,Sit Down,Operating,2014
Mine Train,Sonoma TrainTown Railroad,Steel,Sit Down,Operating,2015
Mine Train,Foreigner Street,Steel,Sit Down,Relocated,2016
Mine Train,Colourful Yunnan Paradise,Steel,Sit Down,Operating,2018
Mine Train,Elise's Family Fun Center,Steel,Sit Down,,2012
Mine Train Coaster,Happy Valley,Steel,Sit Down,Operating,2009
Mine Train Coaster,Maitama Amusement Park,Steel,Sit Down,Operating,2009
Mine Train Coaster,Orășelul Copiilor,Steel,Sit Down,Operating,2013
Mine Train Coaster,Joyous Land,Steel,Sit Down,Operating,2012
Mine Train Coaster,Dragon Park,Steel,Sit Down,Operating,2017
Mine Train Coaster,Fun Park Biograd,Steel,Sit Down,Operating,2017
Minetrain Coaster,Central Fantasy Town,Steel,Sit Down,Operating,2015
Mine Train Ulven,Bakken,Steel,Sit Down,Operating,1997
Mine Truck,Universal 100 Movie Theme Park,Steel,Sit Down,Operating,2018
Mine Twister,Remlinger Farms,Steel,Sit Down,,1996
Mine-Twister,Remlinger Farms,Steel,Sit Down,Operating,2012
Minhocão,Cidade da Criança,Steel,Sit Down,,
Mini 8,Hannibal Park,Steel,Sit Down,Operating,2006
Mini Apple,Alton Towers,Steel,Sit Down,Relocated,1982
Mini Big Apple,Allou Fun Park,Steel,Sit Down,Operating,2008
Minibruco,Parco Giochi Santa Fe,Steel,Sit Down,Operating,2010
Minibruco,Parco Giochi Giardino Inglese,Steel,Sit Down,Operating,2003
Minibruco,Galactica Lunapark and Bowling,Steel,Sit Down,,2007
Mini Canyon,Park Lunasan,Steel,Sit Down,,2010
Mini Canyon,Al Qasba,Steel,Sit Down,,2012
Mini Canyon,Safari Park,Steel,Sit Down,,2012
Mini Canyon,Berlika Parkı,Steel,Sit Down,Operating,2014
Mini Canyon,Basra Family Park,Steel,Sit Down,In Storage,2010
Mini Caterpillar,Leningradskiy Zoopark,Steel,Sit Down,Operating,2009
Mini-Caterpillar,Vostok Amusement Park,Steel,Sit Down,Operating,2017
Mini Coaster,Arakawa Amusement Park,Steel,Sit Down,,1990
Mini Coaster,Hamanako Pal Pal,Steel,Sit Down,Operating,
Mini Coaster,Expoland,Steel,Sit Down,,1985
Mini Coaster,Mirage Land,Steel,Sit Down,,
Mini Coaster,Magic Castle,Steel,Sit Down,,2000
Mini Coaster,Kijima Kogen,Steel,Sit Down,,
Mini Coaster,Taman Remaja Surabaya,Steel,Sit Down,,2006
Mini Coaster,Wonderia,Steel,Sit Down,,2006
Mini Coaster,Attrapark,Steel,Sit Down,Relocated,2012
Mini Coaster,Happy Valley,Steel,Sit Down,Operating,2013
Mini Coaster,Dorney Park & Wildwater Kingdom,Steel,Sit Down,,1957
Mini Coaster,Splendid World Fantasy Land,Steel,Sit Down,,2014
Mini Coaster,Atlantis Land,Steel,Sit Down,Operating,2019
Mini Coaster,Anapa Park Jungle,Steel,Sit Down,Operating,2019
Minicoaster Apple,Nettuno Park,Steel,Sit Down,Operating,2002
Mini-Comet,Hersheypark,Steel,Sit Down,,1974
Mini Costor,Fantazy Land,Steel,Sit Down,SBNO,2001
Mini Cyclone,Toshimaen,Steel,Sit Down,,2009
Mini Cyclone Roller Coaster,Sandspit Cavendish Beach,Steel,Sit Down,Operating,2009
Mini Dipper,Ffrith Beach Fun Parc,Steel,Sit Down,,
Mini Dragon,Funland Park,Steel,Sit Down,,1998
Miniera d'Oro Del West,Fiabilandia,Steel,Sit Down,Operating,2003
Mini Express,Calaway Park,Steel,Sit Down,Operating,2013
Mini Flume,Heritage Park,Steel,Sit Down,,2005
Mini Grand Huit,Parc de la Toison d'Or,Steel,Sit Down,,1990
Mini Ha Ha,Columbian Park,Steel,Sit Down,,1981
Mini Jet Coaster,Kōno Park,Steel,Sit Down,Operating,2005
Mini-Lynet,Fårup Sommerland,Steel,Sit Down,Relocated,2003
Mini Mine Rush,American Adventure Theme Park,Steel,Sit Down,Relocated,2006
Mini Mine Train,Six Flags Over Texas,Steel,Sit Down,Operating,1969
Mini Mine Train,Pleasure Island Family Theme Park,Steel,Sit Down,Relocated,1993
Mini-Mine Train,Six Flags Over Georgia,Steel,Sit Down,,1969
Mini Mine Train,Window on China Theme Park,Steel,Sit Down,Operating,1993
Mini Montaña,Comfaventura,Steel,Sit Down,Operating,2011
Mini Montaña Rusa,Parque de Atracciones de Montjuic,Steel,Sit Down,,1966
Mini Montanha,Parquinho da Redenção,Steel,Sit Down,Operating,
Mini Montanha Happy Mountain,Parque Mutirama,Steel,Sit Down,Operating,2012
Mini Montanha Russa,Play Master,Steel,Sit Down,Operating,1990
Mini-Montanha Russa,Happy Birthday,Steel,Sit Down,Operating,2012
Mini Montanha Russa,Pilar Park,Steel,Sit Down,Relocated,2005
Mini Montanha Russa,Mundo Encantado,Steel,Sit Down,Operating,2012
Mini Mouse,Oasi Park,Steel,Sit Down,Operating,2007
Mini Mouse,Victorian Gardens,Steel,Sit Down,Relocated,2003
Mini Mouse,Luna Park,Steel,Sit Down,Operating,2021
Mini Mouse Cartoon,Parc Saint Paul,Steel,Sit Down,Operating,2004
Mining Coaster,Taman Safari Bogor,Steel,Sit Down,Operating,2015
Mining Racer Coaster,Gumbuya World,Steel,Sit Down,Operating,2017
Mining Town,Penglai Euro Park,Steel,Sit Down,Operating,2013
Mini R. Coaster,Sparky's,Steel,Sit Down,Operating,2017
Mini Rock'n Roller Coaster,Parlee Beach Amusements,Steel,Sit Down,Relocated,1988
Mini Rock 'N' Roller Coaster,Opryland USA,Steel,Sit Down,,1977
Mini Roller Coaster,Funland Park,Steel,Sit Down,,1997
Mini Roller Coaster,Mariepark,Steel,Sit Down,,
Mini Roller Coaster,MGM Dizzee World,Steel,Sit Down,,2005
Mini Roller Coaster,Happy City,Steel,Sit Down,Relocated,2007
Mini Roller Coaster,Suôí Tiên Park,Steel,Sit Down,,2012
Mini Roller Coaster,Suôí Tiên Park,Steel,Sit Down,Operating,2015
Mini Roller Coaster,New Saniro Dream Paradise,Steel,Sit Down,Operating,2014
Mini Roller Coaster,Kings Shopping Centre,Steel,Sit Down,Relocated,2013
Mini Roller Coaster,Nanhu Dream Land,Steel,Sit Down,Operating,2017
Mini Tornado,Toggi World,Steel,Sit Down,,2009
Miniwah,Freizeitpark Plohn,Steel,Sit Down,Operating,2015
Minnie Mouse,Central Park,Steel,Sit Down,Operating,2011
Minor Mike,Celebration Station,Steel,Sit Down,,1993
Minor Mike,Celebration Station,Steel,Sit Down,Operating,2004
Minor Mike,Celebration Station,Steel,Sit Down,,2001
Minor Mike,Zuma Fun Center,Steel,Sit Down,Relocated,2004
Minor Mike,Celebration Station,Steel,Sit Down,,1998
Minor Mike,Zuma Fun Center,Steel,Sit Down,Relocated,2007
Miracle Car,Tochinoki Family Land,Steel,Sit Down,,
Miracle Coaster,Takarazuka Garden Fields,Steel,Sit Down,,1993
Mirage Rosso,Zoosafari Fasanolandia,Steel,Inverted,Operating,2000
Miralooping,Mirapolis,Steel,Sit Down,Relocated,1988
Misket Coaster,Wonderland Eurasia,Steel,Sit Down,SBNO,2019
Missile,American Adventure Theme Park,Steel,Sit Down,Relocated,1989
Mission Ferrari,Ferrari World Abu Dhabi,Steel,Sit Down,Under Construction,2021
Mite Mouse,Smiley's Happyland,Steel,Sit Down,,1960
Mite Mouse,Dispensa's Kiddie Kingdom,Steel,Sit Down,,
Mite Mouse,Ocean Beach Park,Steel,Sit Down,,
Mite Mouse,Funabashi Health Center,Steel,Sit Down,,1966
Mola Mola,Ocean Dream Samudra,Steel,Sit Down,Operating,2020
Momonga Standing and Loop Coaster,Yomiuriland,Steel,Stand Up,Operating,1979
Moncayo,Parque de Atracciones de Zaragoza,Steel,Sit Down,Operating,1974
Monkey Coaster,Japan Monkey Park,Steel,Sit Down,Operating,1994
Monkey Mayhem,West Midland Safari Park,Steel,Sit Down,Operating,1998
Monorail Éclair,Expo '58,Steel,Sit Down,Relocated,1958
Monroe Roller Coaster,Monroe Piers,Wood,Sit Down,,1905
Monster,Walygator Grand Est,Steel,Inverted,Operating,2010
Monster,Adventureland,Steel,Sit Down,Operating,2016
Monster,Gröna Lund,Steel,Inverted,Operating,2021
Monster Mouse,Oaks Amusement Park,Steel,Sit Down,,1977
Monster Mouse,Washington State Fair,Steel,Sit Down,Relocated,1990
Monster Mouse,Playland Park,Steel,Sit Down,Relocated,1967
Monster Mouse,Ocean Playland,Steel,Sit Down,Relocated,1965
Monster Mouse,Forest Park,Steel,Sit Down,,1965
Monster Mouse,Family Funland,Steel,Sit Down,Relocated,2001
Monster Mouse,Fantasy Farm Amusement Park,Steel,Sit Down,,1984
Monster Mouse,Pacific Ocean Park,Steel,Sit Down,Relocated,1964
Monster Mouse,Six Gun Territory,Steel,Sit Down,,970s
Monster Mouse,Legend City,Steel,Sit Down,,1968
Monster Mouse,Tinkertown Family Fun Park,Steel,Sit Down,,2003
Monster Mouse,Playland,Steel,Sit Down,Relocated,
Monster Mouse,Rocky Glen,Steel,Sit Down,,1982
Monster Mouse,Amusement Park Drive In,Steel,Sit Down,SBNO,2011
Monster Mouse,Jack and Jill Amusement Park,Steel,Sit Down,,
Monster Mouse,Parque Acuatico Rey Park,Steel,Sit Down,SBNO,2013
Monster Rat,Mega Wisata Icakan,Steel,Sit Down,,2013
Monstre,La Ronde,Wood,Sit Down,Operating,1985
Montagna,Magic Park,Steel,Sit Down,Operating,2001
Montagne du Dragon,Bal Parc,Steel,Sit Down,,2008
Montagne Russa,Esposizione d'Arte Decorativa Moderna,Wood,Sit Down,,1902
Montagne Russe,Zoosafari Fasanolandia,Steel,Sit Down,Operating,1986
Montagne Russe,Sindibad,Steel,Sit Down,,2001
Montagne Russe,Crazy Park,Steel,Sit Down,,2014
Montagne Russe,FFA Parc d’Attraction,Steel,Sit Down,Operating,2018
Montagne Russe de Lulu,Pays des Merveilles,Steel,Sit Down,Operating,2002
Montagnes du Grand Canyon,OK Corral,Steel,Sit Down,Relocated,2002
Montagnes Russes,Old Indiana Fun-n-Water Park,Steel,Sit Down,Relocated,1985
Montagnes Russes,La Ronde,Steel,Sit Down,Relocated,1971
Montaña China,ExpoCuba,Steel,Sit Down,Operating,2007
Montaña Dragón,Fantasilandia,Steel,Sit Down,Operating,2004
Montaña Dragon,Mampato,Steel,Sit Down,,2006
Montaña Dragón,Atlantic Park,Steel,Sit Down,Operating,2018
Montana Ghibli,Parque Diversiones,Steel,Sit Down,Operating,1984
Montaña Loca,Parque Los Valentinos,Steel,Sit Down,Operating,2018
Montaña Loco,Parque de Ferias San Jacinto,Steel,Sit Down,,2013
