Roller Coaster,Amusement Park,Type,Design,Status,Opened
Jamming,EuroPark Milano Idroscalo,Steel,Sit Down,Operating,2017
Jaudenhang Flitzer,Jauden,Steel,Sit Down,Operating,2008
Jazz Junction,Dazzleland,Steel,Sit Down,,1991
Jazz Railway,Rocky Glen,Wood,Sit Down,,1925
Jazz Railway,Sesquicentennial Exposition,Wood,Sit Down,Relocated,1926
Jazz Railway,Alabama State Fairgrounds,Wood,Sit Down,,1927
Jellikins Coaster,Fantasy Island,Steel,Sit Down,Operating,1996
Jersey Devil Coaster,Six Flags Great Adventure,Steel,Sit Down,Operating,2021
Jester,Six Flags New Orleans,Steel,Sit Down,SBNO,2003
Jet,Babyland-Amiland,Steel,Sit Down,SBNO,2018
Jet 400,Morey's Piers,Steel,Sit Down,,1975
Jet 400,Jolly Roger at the Pier,Steel,Sit Down,,1976
Jet 400,1982 World's Fair,Steel,Sit Down,,1982
Jet Coaster,Teine Olympia,Steel,Sit Down,,2005
Jet Coaster,Nagashima Spa Land,Steel,Sit Down,Operating,
Jet Coaster,Biwako Tower,Steel,Sit Down,,
Jet Coaster,Everland,Steel,Sit Down,,1976
Jet Coaster,Dreamland,Steel,Sit Down,,
Jet Coaster,Higashiyama Zoo and Botanical Gardens,Steel,Sit Down,Operating,1980
Jet Coaster,Benyland,Steel,Sit Down,Operating,1968
Jet Coaster,Himeji Tegarayama Amusement Park,Steel,Sit Down,,1998
Jet Coaster,Hachinohe Park,Steel,Sit Down,Operating,2003
Jet Coaster,Wonderland Asamushi,Steel,Sit Down,,1983
Jet Coaster,Rakutenchi,Steel,Sit Down,Operating,1972
Jet Coaster,Itozu No Mori Park,Steel,Sit Down,,
Jet Coaster,Misaki Park,Steel,Sit Down,,1957
Jet Coaster,Dreamland,Steel,Sit Down,Operating,1989
Jet Coaster,Miyazaki City Phoenix Zoo,Steel,Sit Down,,1979
Jet Coaster,Gunma Safari Park,Steel,Sit Down,Operating,2004
Jet Coaster,Tochinoki Family Land,Steel,Sit Down,Operating,2006
Jet Coaster,Sekigahara Menadland,Steel,Sit Down,,1972
Jet Coaster,Jungle Park Amusement Park,Steel,Sit Down,,
Jet Coaster,Kobe Fruit and Flower Park,Steel,Sit Down,Operating,2000
Jet Coaster,Sayama Park,Steel,Sit Down,Relocated,1992
Jet Coaster,Sekitan No Rekishi Mura,Steel,Sit Down,,2005
Jet Coaster,Jayuland Park,Steel,Sit Down,,1988
Jet Coaster,Takakonuma Greenland,Steel,Sit Down,,1973
Jet Coaster,Nango Fisheries Center,Steel,Sit Down,,1966
Jet Coaster,Taman Safari Bogor,Steel,Sit Down,Relocated,2005
Jet Coaster,Atami Korakuen Yuenchi Apio,Steel,Sit Down,,2001
Jet Coaster,Rinku Park,Steel,Sit Down,,1994
Jet Coaster,Kodomo-no-Kuni,Steel,Sit Down,,1996
Jet Coaster,Pearl Land,Steel,Sit Down,,2005
Jet Coaster,Daguri Misaki Park,Steel,Sit Down,,1981
Jet Coaster,Yatsu Yuenchi,Steel,Sit Down,,1976
Jet Coaster,Wisata Bahari Lamongan,Steel,Sit Down,Operating,2005
Jet Coaster,Jawa Timur Park 1,Steel,Sit Down,Operating,2002
Jet Coaster,Owabong,Steel,Sit Down,Relocated,2011
Jet Coaster,Sanggaluri Park,Steel,Sit Down,Operating,2014
Jet Coaster,Enakyo Wonderland,Steel,Sit Down,,1970
Jet Coaster,Yonabaru Tech,Steel,Sit Down,,1966
Jet Coaster,Mogaiwa Dreamland,Steel,Sit Down,,1969
Jet Coaster,Batang Dolphins Center,Steel,Sit Down,Operating,2015
Jet Coaster,Takarazuka Garden Fields,Steel,Sit Down,,1965
Jet Coaster,Toya no Family Land,Steel,Sit Down,,1968
Jet Coaster,Japan Monkey Park,Steel,Sit Down,,1986
Jet Coaster,Nibetsu Leisure Land,Steel,Sit Down,Relocated,1982
Jet Coaster Super Dolphin,Uminonakamichi Seaside Park,Steel,Sit Down,,2002
Jetcorster-Discovery,Lina World,Steel,Sit Down,Operating,1996
Jetline,Gröna Lund,Steel,Sit Down,Operating,1988
Jet Pair Coaster,Sky Garden,Steel,Sit Down,,
Jet Rescue,Sea World,Steel,Sit Down,Operating,2008
Jet Roller,Ikoma Skyland,Steel,Sit Down,,1979
Jet Scream,Six Flags St. Louis,Steel,Sit Down,Relocated,1981
Jet Screw Coaster,Asahiyama Zoo,Steel,Sit Down,,1980
Jet Set,Funtown Pier,Steel,Sit Down,,1977
Jet Sleigh,Ikoma Skyland,Steel,Sit Down,,2004
Jet Sleigh,Fushimi Momoyama Castle Land,Steel,Sit Down,,
Jet Spiral,Setouchi 21st Century Exposition,Steel,Sit Down,Relocated,1979
Jet Spiral,Kibinokyo Wonderland,Steel,Sit Down,,1980
Jet Star,Morey's Piers,Steel,Sit Down,Relocated,1993
Jet Star,Casino Pier,Steel,Sit Down,,1970
Jet Star,Beech Bend,Steel,Sit Down,Relocated,1972
Jet Star,Knoebels Amusement Resort,Steel,Sit Down,Relocated,1977
Jet Star,Santa Cruz Beach Boardwalk,Steel,Sit Down,Relocated,1972
Jet Star,Drievliet Family Park,Steel,Sit Down,,970s
Jet Star,Spreepark,Steel,Sit Down,Relocated,1970
Jet Star,Särkänniemi Amusement Park,Steel,Sit Down,,1980
Jet Star,Parque de la Ciudad,Steel,Sit Down,,
Jet Star,Parque de Atracciones de Madrid,Steel,Sit Down,,1970
Jet Star,Lunapark,Steel,Sit Down,,2004
Jet Star,Great Adventure Amusement Park,Steel,Sit Down,,1971
Jet Star,Palisades Amusement Park,Steel,Sit Down,,1969
Jet Star,Serengeti Park,Steel,Sit Down,,
Jet Star,Atlas Park,Steel,Sit Down,,1984
Jet Star,Olympic Park,Wood,Sit Down,,1925
Jet Star,Katoli's World,Steel,Sit Down,,
Jet Star,Play Land Park,Steel,Sit Down,Relocated,2003
Jet Star,Aventura Park,Steel,Sit Down,,2009
Jet Star,Spasso Splash,Steel,Sit Down,Operating,2009
Jet Star,Luna Park La Palmyre,Steel,Sit Down,Operating,2000
Jet Star,Holiday Beach,Steel,Sit Down,Relocated,1982
Jet Star,Coney Island - Pinto Brothers,Steel,Sit Down,Relocated,1976
Jet Star,Pfiff-Erlebnispark,Steel,Sit Down,Relocated,1998
Jet Star,Noble Park Funland,Steel,Sit Down,Relocated,1985
Jet Star 2,Lagoon,Steel,Sit Down,Operating,1976
Jet Star 2,Vaikų Pasaulis,Steel,Sit Down,SBNO,2002
Jet Star 2,Riverfront Park,Steel,Sit Down,Relocated,1974
Jet Star 2,Gorky Park,Steel,Sit Down,Relocated,
Jet Star 3,Parken Zoo,Steel,Sit Down,Relocated,2001
Jet Star 3,Lunapark Robland,Steel,Sit Down,Operating,2009
Jet-Star II,Wiener Prater,Steel,Sit Down,,
Jet Star II,Gröna Lund,Steel,Sit Down,,1982
Jet Star II,Hanshin Park,Steel,Sit Down,Relocated,1977
Jet Stream,Ocean Beach Amusement Park,Steel,Sit Down,,1980
Jet Stream,Belle Vue Park,Steel,Sit Down,Relocated,1975
Jet Stream,Battersea Fun Fair,Steel,Sit Down,Relocated,1974
Jetstream,Riverview Park,Wood,Sit Down,,1964
Jett Star,Magic Valley Food N' Fun,Steel,Sit Down,Relocated,
Jett Star,Fun Land of Fredericksburg,Steel,Sit Down,Relocated,2009
Jett Star,Quechee Gorge Village,Steel,Sit Down,Relocated,2019
Jett Star,Lark Ranch,Steel,Sit Down,Operating,2020
Jijig Galzo Holgana,Nairamdal Park,Steel,Sit Down,Operating,2010
Jimmy Neutron's Atomic Flyer,Movie Park Germany,Steel,Suspended,Operating,2007
Jin Long Hua Che,Zhongshan Park,Steel,Sit Down,Operating,2011
John Wick: Open Contract,Motiongate,Steel,Wing,Under Construction,2021
Joker,Six Flags Mexico,Steel,Sit Down,Operating,2013
Joker,Six Flags Great Adventure,Steel,Wing,Operating,2016
Joker,Six Flags Discovery Kingdom,Steel,Sit Down,Operating,2016
Joker,Six Flags Great America,Steel,Wing,Operating,2017
Joker,Six Flags Over Texas,Steel,Wing,Operating,2017
Joker,Six Flags New England,Steel,Wing,Operating,2017
Joker Coaster,Astana Central Park,Steel,Sit Down,Operating,2017
Joker Funhouse Coaster,Six Flags Over Georgia,Steel,Sit Down,Operating,2004
Joker's Jinx,Six Flags America,Steel,Sit Down,Operating,1999
Joker's Revenge,Six Flags Fiesta Texas,Steel,Sit Down,Relocated,1996
Jollier,Ravenna Park,Wood,Sit Down,,1909
Joris en de Draak,Efteling,Wood,Sit Down,Operating,2010
Journey to Atlantis,SeaWorld Orlando,Steel,Sit Down,Operating,1998
Journey to Atlantis,SeaWorld San Diego,Steel,Sit Down,Operating,2004
Journey to Atlantis,SeaWorld San Antonio,Steel,Sit Down,Operating,2007
Journey to the Falls,Splendid World Fantasy Land,Steel,Sit Down,,2014
Joust,Dutch Wonderland,Steel,Sit Down,Operating,1998
Joyride,PowerLand,Steel,Sit Down,Operating,2003
Jozi Express,Gold Reef City,Steel,Sit Down,Operating,2004
Jr. Roller Coaster,Canobie Lake Park,Steel,Sit Down,Relocated,970s
Jubilé,Plopsaland De Panne,Steel,Sit Down,Relocated,1995
Jubilé,Selva Mágica,Steel,Sit Down,Operating,2000
Judge Roy Scream,Six Flags Over Texas,Wood,Sit Down,Operating,1980
Jule Expressen,Tivoli Gardens,Steel,Sit Down,,2008
Jul's RollerSkates,Julianatoren,Steel,Sit Down,Operating,1993
Jumbo 5,Plopsaland De Panne,Steel,Sit Down,Relocated,1984
Jumbo Jet,Coney Island - Kaufman - East,Steel,Sit Down,,1981
Jumbo Jet,Cedar Point,Steel,Sit Down,Relocated,1972
Jumbo Jet,Walibi Belgium,Steel,Sit Down,,1978
Jumbo Jet,Ölands Djur & Nöjespark,Steel,Sit Down,,1981
Jumbo Jet,Six Flags Great Adventure,Steel,Sit Down,Relocated,
Jumbo Jet,Morey's Piers,Steel,Sit Down,,1976
Jumbo Jet,Great Adventure Amusement Park,Steel,Sit Down,,1973
Jumbo Jet,Malmö Folkets Park,Steel,Sit Down,Relocated,1985
Jumbo Jet,Steeplechase Park,Steel,Sit Down,Relocated,1972
Jumbo Jet,Xinghai Square,Steel,Sit Down,,2003
Jumbo Jet,Palace Playland,Steel,Sit Down,Relocated,1979
Jumbo Jet,Dreamland,Steel,Sit Down,Relocated,2010
Jumbo Jet,Canadian National Exhibition,Steel,Sit Down,Relocated,1982
Jumbo Jet,Chelyuskintsev Park,Steel,Sit Down,Operating,2015
Jumbo Jet,Amigoland,Steel,Sit Down,Operating,1989
Jumbo Jet Star,Drayton Manor,Steel,Sit Down,Relocated,1981
Jumper,West Point Park,Wood,Sit Down,,1965
JungelBob,Dyreparken,Steel,Sit Down,Operating,2011
Jungle,Drouwenerzand Attractiepark,Steel,Sit Down,Operating,2005
Jungle Adventure,GrinPa,Steel,Sit Down,,1973
Jungle Block,Sun Park,Steel,Sit Down,Operating,2016
Jungle Coaster,Enakyo Wonderland,Steel,Sit Down,Operating,1999
Jungle Coaster,Legoland Windsor,Steel,Sit Down,Relocated,2004
Jungle Coaster,Pongyang Adventure,Steel,Sit Down,Operating,2016
Jungle Coaster,Fun World,Steel,Sit Down,Operating,2013
Jungle Coaster,Chimelong Ocean Kingdom,Steel,Sit Down,Operating,2018
Jungle Coaster,Wenzhou Zoo,Steel,Sit Down,Operating,2017
Jungle Coaster,Selvatica - The Adventure Tribe,Steel,Sit Down,Operating,2018
Jungle Coaster,Adventure World,Steel,Sit Down,Operating,2012
Jungle Coaster,Adventure World,Steel,Sit Down,Operating,2017
Jungle Control,Bayi Park,Steel,Sit Down,Operating,2017
Jungle Dragon,Happy Valley,Wood,Sit Down,Operating,2017
Jungle Explorer,Sinbad Happy Castle,Steel,Sit Down,Operating,2011
Jungle Flying,Suzhou Amusement Land,Steel,Sit Down,,2003
Jungle Flying,Suzhou Amusement Land Forest World,Steel,Sit Down,Operating,2020
Jungle Flying Squirrel,Chang'an Park,Steel,Sit Down,,2008
Jungle Flying Squirrel,Greenland Park,Steel,Sit Down,,2013
Jungle Flying Squirrel,Dongyue Park,Steel,Sit Down,Operating,2010
Jungle Flying Squirrel,Qixing Square Amusement Park,Steel,Sit Down,Operating,2009
Jungle Flying Squirrel,Hunan Martyr's Park,Steel,Sit Down,,2008
Jungle Flying Squirrel,Nanjiao Park,Steel,Sit Down,Operating,2012
Jungle Flying Squirrel,Lezhong Amusement Park,Steel,Sit Down,,2005
Jungle Flying Squirrel,Changping Tielu Park,Steel,Sit Down,,2010
Jungle Flying Squirrel,Binhai Amusement Park,Steel,Sit Down,SBNO,2010
Jungle Flying Squirrel,Foshan Amusement Park,Steel,Sit Down,,2007
Jungle Flying Squirrel,Haiwan Park,Steel,Sit Down,Operating,2009
Jungle Flying Squirrel,Binhe Amusement Park,Steel,Sit Down,Operating,2009
Jungle Flying Squirrel,South China Botanical Garden,Steel,Sit Down,Operating,2011
Jungle Flying Squirrel,Huangjiang People's Park,Steel,Sit Down,Operating,2008
Jungle Flying Squirrel,Phoenix Island Playground,Steel,Sit Down,,2008
Jungle Flying Squirrel,Beijiao Park,Steel,Sit Down,,2008
Jungle Flying Squirrel,Country Garden Farm,Steel,Sit Down,,2009
Jungle Flying Squirrel,Beihu Park,Steel,Sit Down,Operating,2014
Jungle Flying Squirrel,Zhengzhou Zoo,Steel,Sit Down,Operating,2003
Jungle Flying Squirrel,Wuhan Peace Park,Steel,Sit Down,Operating,2012
Jungle Flying Squirrel,Sanlingshan Forest Park,Steel,Sit Down,Operating,2008
Jungle Flying Squirrel,Chiling Entertainment Park,Steel,Sit Down,Operating,2003
Jungle Flying Squirrel,Jialebi Amusement Park,Steel,Sit Down,,2011
Jungle Flying Squirrel,Tianhe Spring Amusement Park,Steel,Sit Down,Operating,2014
Jungle Flying Squirrel,Baiyun Lake Amusement Park,Steel,Sit Down,Operating,2013
Jungle Flying Squirrel,Chaozhou West Lake,Steel,Sit Down,Operating,2014
Jungle Flying Squirrel,Sanbu Culture Park,Steel,Sit Down,Operating,2011
Jungle Flying Squirrel,Kuishan Park,Steel,Sit Down,Operating,2014
Jungle Flying Squirrel,People's Park,Steel,Sit Down,,2016
Jungle Flying Squirrel,Fun Street,Steel,Sit Down,Operating,2014
Jungle Flying Squirrel,Haigeng Park,Steel,Sit Down,Operating,2016
Jungle Flying Squirrel,Queshan Amusement Park,Steel,Sit Down,Operating,2016
Jungle Flying Squirrel,Xiamen Horticulture Expo Garden,Steel,Sit Down,,2008
Jungle Flying Squirrel,Guangdong Guanyinshan National Forest Park,Steel,Sit Down,Operating,2016
Jungle Flying Squirrel,Lelin Amusement Park,Steel,Sit Down,Operating,2012
Jungle Flying Squirrel,Ruofei Park,Steel,Sit Down,Operating,2012
Jungle Flying Squirrel,Huyan Park,Steel,Sit Down,Operating,2012
Jungle Flying Squirrel,Xiaoxiang Park,Steel,Sit Down,Operating,2012
Jungle Flying Squirrel,People's Park,Steel,Sit Down,,2010
Jungle Flying Squirrel,Shayang Paradise,Steel,Sit Down,Operating,2014
Jungle Flying Squirrel,Zhongshan Park,Steel,Sit Down,Operating,2017
Jungle Flying Squirrel,Yuqiao Happy World,Steel,Sit Down,Operating,2017
Jungle Flying Squirrel,Liuzhou Zoo,Steel,Sit Down,Operating,2013
Jungle Flying Squirrel,Feilai Lake Habi Amusement Park,Steel,Sit Down,Operating,2015
Jungle Flying Squirrel,Yuhuatai Technology Fairyland Recreation Ground,Steel,Sit Down,Operating,2017
Jungle Flying Squirrel,Yunmenshan Scenic Spot,Steel,Sit Down,Operating,2018
Jungle Flying Squirrel,Xinghua City Amusement Park,Steel,Sit Down,Operating,2013
Jungle Flying Squirrel,Hunan Martyr's Park,Steel,Sit Down,Operating,2019
Jungle Flying Squirrel,Huahai Happy World,Steel,Sit Down,Operating,2017
Jungle Flying Squirrel,Pan An Lake Paradise,Steel,Sit Down,Operating,2017
Jungle Flying Train,Wenzhou Paradise,Steel,Sit Down,Operating,2007
Jungle Leap,Sanquan Lake Scenic Area,Steel,Sit Down,Operating,2019
Jungle Leap,Gulongzhong,Steel,Sit Down,Operating,2018
Jungle Mouse,Hamanako Pal Pal,Steel,Sit Down,Operating,
Jungle Mouse,Oriental Park,Steel,Sit Down,,1986
Jungle Mouse,Kappapia,Steel,Sit Down,,
Jungle Mouse,Izu Biopark,Steel,Sit Down,,1988
Jungle Mouse,Oyama Yuenchi,Steel,Sit Down,,1997
Jungle Mouse,Goseokjeong Land,Steel,Sit Down,Operating,1996
Jungle Mouse,Pearl Land,Steel,Sit Down,,2005
Jungle Mouse,Tianjin Amusement Park,Steel,Sit Down,,1996
Jungle Mouse,Yoshinogawa Yuenchi,Steel,Sit Down,,
Jungle Mouse,Obihiro Zoo,Steel,Sit Down,,1979
Jungle Mouse,Sun Park,Steel,Sit Down,Operating,1999
Jungle Mouse,Everland,Steel,Sit Down,,1982
Jungle Mouse,Laodong Park,Steel,Sit Down,Operating,2003
Jungle Mouse,Baohulu Farm,Steel,Sit Down,,2004
Jungle Mouse,Tianjin Zoological Gardens,Steel,Sit Down,,2003
Jungle Mouse,Langfang Children's Paradise,Steel,Sit Down,SBNO,2005
Jungle Mouse,Xiaofantian Paradise,Steel,Sit Down,Operating,2007
Jungle Mouse,Chuanlord Holiday Manor,Steel,Sit Down,,2009
Jungle Mouse,Shijiazhuang Botanical Garden,Steel,Sit Down,Operating,2011
Jungle Mouse,Bruce Lee Paradise,Steel,Sit Down,,2010
Jungle Mouse,Xiangwushan Park,Steel,Sit Down,,
Jungle Mouse,Kunming Zoo,Steel,Sit Down,Operating,2016
Jungle Mouse,Nara Dreamland,Steel,Sit Down,,1978
Jungle Pulley,Chuanlord Holiday Manor,Steel,Sit Down,Operating,2016
Jungle Racing,Shishan Park,Steel,Sit Down,,2010
Jungle Racing,Happy Valley,Steel,Sit Down,Operating,2006
Jungle Rally,Djurs Sommerland,Steel,Sit Down,Operating,2018
Jungle Rat,Shen Jun Ecological Culture Town,Steel,Sit Down,Operating,2019
Jungle Roller Coaster,Huiyuan Pleasure Island,Steel,Sit Down,Operating,2016
Jungle Roller Coaster,Happy Jungle,Steel,Sit Down,Operating,2017
Jungle Roller Coaster,Wanzhuyuan Amusement Park,Steel,Sit Down,Operating,2020
Jungle Speed,Happy Time Theme Park,Steel,Sit Down,Operating,2019
Jungle Squirrel,Nanhu Park,Steel,Sit Down,Operating,2004
Jungle Squirrels,Chuanlord Holiday Manor,Steel,Sit Down,Operating,2018
Jungle Storm,Chakazoolu Indoor Theme Park,Steel,Sit Down,,2001
Jungle Trailblazer,Fantawild Dreamland,Wood,Sit Down,Operating,2016
Jungle Trailblazer,Oriental Heritage,Wood,Sit Down,Operating,2015
Jungle Trailblazer,Oriental Heritage,Wood,Sit Down,Operating,2015
Jungle Trailblazer,Oriental Heritage,Wood,Sit Down,Operating,2016
Jungle Trailblazer,Fantawild Dreamland,Wood,Sit Down,Operating,2015
Jungle Trailblazer,Oriental Heritage,Wood,Sit Down,Operating,2017
Jungle Trailblazer,Fantawild Asian Legend,Wood,Sit Down,Operating,2018
Jungle Twist,Luna Park,Steel,Sit Down,,2015
Jungle Walk,Hot Go Park - Happy Jungle World,Steel,Suspended,Operating,2014
Junior Coaster,Gero land,Steel,Sit Down,Operating,1997
Junior Coaster,Lincoln Beach,Wood,Sit Down,,1955
Junior Coaster,Leisure World,Steel,Sit Down,Operating,2006
Junior Coaster,Ningbo Ertong Park,Steel,Sit Down,Operating,2007
Junior Coaster,Woodlawn Park,Wood,Sit Down,,1925
Junior Coaster,Yanqing Children's Amusement Park,Steel,Sit Down,Operating,2010
Junior Coaster,Jerudong Park Playground,Steel,Sit Down,Operating,2014
Junior Cyclone,Southport Pleasureland,Steel,Sit Down,,1955
Junior Dragon Coaster,Camelot Theme Park,Steel,Sit Down,Relocated,1992
Junior Red Force,Ferrari Land,Steel,Sit Down,Operating,2018
Junior Roller Coaster,Jubilee Park,Steel,Sit Down,Relocated,1977
Junior Roller Coaster,Tokushima Familyland,Steel,Sit Down,Operating,1998
Junior Roller Coaster,White City,Steel,Sit Down,,1952
Junior Roller Coaster,Maharaja World,Steel,Sit Down,,2009
Junior Speedway,Rolling Green Park,Wood,Sit Down,,1928
Junior Wild Cat,Edgewood Park,Wood,Sit Down,,1929
Junker,PowerLand,Steel,Sit Down,Operating,2015
Jupiter,Kijima Kogen,Wood,Sit Down,Operating,1992
Jurassic Adventure,Beijing Shijingshan Amusement Park,Steel,Sit Down,,2008
Jurassic Coaster,Wonderland,Steel,Sit Down,Operating,2006
Jurassic Family Rollercoaster ,Luna Park,Steel,Sit Down,,2011
Jurassic Flyers,Universal Studios Beijing,Steel,Inverted,Under Construction,2021
Jurassic Park,Lunapark,Steel,Sit Down,,2004
Jurassic River,Cavallino Matto,Steel,Sit Down,Operating,2018
Jurassic Twister,Parc du Bocasse,Steel,Sit Down,Operating,2015
Juvelen,Djurs Sommerland,Steel,Sit Down,Operating,2013
K2,Karls Erlebnis-Dorf Elstal,Steel,Sit Down,Operating,2018
K3 Roller Skater,Plopsaland De Panne,Steel,Sit Down,Operating,1991
Kålmasken,Malmö Folkets Park,Steel,Sit Down,,2000
Kålmasken,Tosselilla,Steel,Sit Down,Operating,2004
Kålmasken,Halmstad Äventyrsland,Steel,Sit Down,,2005
Kålmasken,Halmstad Äventyrsland,Steel,Sit Down,Operating,2012
Kålmasken,Lycksele Djurpark,Steel,Sit Down,Operating,2007
Kålormen,Tivoli Karolinelund,Steel,Sit Down,,1985
Kæmperutschebanen,Sommerland Syd,Steel,Sit Down,,1992
Käpt'n Jack's Wilde Maus,Eifelpark,Steel,Sit Down,Operating,2017
Kaffeekannen-Express,Karls Erlebnis-Dorf Rövershagen,Steel,Sit Down,Operating,2019
Kaiserburg Bob,Bad Kleinkirchheimer Bergbahnen,Steel,Sit Down,Operating,2020
Kamelen,Tivoli Gardens,Steel,Sit Down,Operating,2019
Kamikaze,Dinosaur Beach,Steel,Sit Down,Relocated,1989
Kampala Express,Knuthenborg Safaripark,Steel,Sit Down,Operating,2017
Kaninus,BonBon-Land,Steel,Sit Down,In Storage,1997
Kanonen,Liseberg,Steel,Sit Down,Relocated,2005
Kansas City-Express,Fränkisches Wunderland,Steel,Sit Down,,1993
Karacho,Erlebnispark Tripsdrill,Steel,Sit Down,Operating,2013
Karavanen,Tivoli Gardens,Steel,Sit Down,Relocated,1999
Karlo's Taxi,Djurs Sommerland,Steel,Sit Down,Relocated,2000
Karst Cave Coaster,Jin Jiang Action Park,Steel,Sit Down,Operating,2005
Katapul,Hopi Hari,Steel,Sit Down,Operating,1999
Katapult,Morey's Piers,Steel,Sit Down,Relocated,980s
Katapult,Splash Zone Water Park,Steel,Sit Down,Relocated,1985
Katapult,Parque de Atracciones de Madrid,Steel,Sit Down,Relocated,1990
Katapult,Mirabilandia,Steel,Sit Down,Relocated,2006
Katapult,Luneur Park,Steel,Sit Down,Relocated,1988
Katapulta,Selva Mágica,Steel,Sit Down,,
Katapultti,Linnanmäki,Steel,Sit Down,,1992
Katschi's Goldfahrt,Katschberg,Steel,Sit Down,Operating,2015
Katun,Mirabilandia,Steel,Inverted,Operating,2000
Kawasemi,Tobu Zoo Park,Steel,Sit Down,Operating,2008
Kebat Kebit,Citra Raya World of Wonders,Steel,Sit Down,Operating,2011
Keltenblitz,Zinkenlifte Bad Dürrnberg ,Steel,Sit Down,Operating,2000
Kentucky Flyer,Kentucky Kingdom,Wood,Sit Down,Operating,2019
Kentucky Rumbler,Beech Bend,Wood,Sit Down,Operating,2006
Kereta Misteri,Dunia Fantasi,Steel,Sit Down,Operating,2019
Kersplash,Washington State Fair,Steel,Sit Down,Relocated,1995
Kersplash,Edaville Family Theme Park,Steel,Sit Down,Under Construction,2021
Kettle Creek Mine,Playland,Steel,Sit Down,Operating,2004
Keverbaan,Bellewaerde Park,Steel,Sit Down,Operating,1981
Keverbaan,Attractiepark Slagharen,Steel,Sit Down,Relocated,1976
KIA Roller Coaster,Onederland,Steel,Sit Down,Operating,2018
Kicks Coaster,House of Kicks,Steel,Sit Down,Relocated,2002
Kiddie Bobs,Riverview Park,Wood,Sit Down,,1926
Kiddie Coaster,Stricker's Grove,Steel,Sit Down,,
Kiddie Coaster,Family Kingdom Amusement Park,Steel,Sit Down,Operating,1994
Kiddie Coaster,Lake Compounce,Steel,Sit Down,Operating,1997
Kiddie Coaster,Wild Waves Theme & Water Park,Steel,Sit Down,Operating,1997
Kiddie Coaster,Adventurers Family Entertainment Center,Steel,Sit Down,,1966
Kiddie Coaster,Dogwood Lakes,Steel,Sit Down,,1995
